Parent,Node,Branch.length,Label,Confidence,Source,Genotype,Collection_year,Location,Host,Tissue,Organism_name,Decade,Genotype_major,Tissue_clean
2492,492,0.001036112,Internal-706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,1992,0.0009177633,Internal-707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,2159,0.0015388484,Internal-708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2159,2606,0.0015222966,Internal-709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2606,2248,0.0012764796,Internal-710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2248,1193,0.0034489492,Internal-711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,2317,0.0060801225,Internal-712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2317,1485,0.024640028,s0570,NA,Reference,1a,2007,USA: Tennessee,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2317,2109,0.0324300167,SRR8735688,NA,Raw reads,1l,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
1193,812,0.0280659085,s0392,NA,Reference,1a,2007,USA: New York,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2248,1428,0.001552605,Internal-713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1428,2623,0.0222627276,s0123,NA,Reference,1a,2008,USA: Massachusetts,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1428,246,0.0042692289,Internal-714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,45,0.0137338799,Internal-715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,1171,0.0199903118,ERR909817,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
45,896,0.0137614692,SRR8735807,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
246,1913,0.0238898853,SRR8735798,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
2606,1999,0.0031441624,Internal-716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,2400,0.0042707541,Internal-717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2400,2509,0.0172770438,s0171,NA,Reference,1a,2007,USA: Tennessee,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2400,2160,0.017147705,s0520,NA,Reference,1a,2008,USA,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1999,554,0.0164033619,s0303,NA,Reference,1a,2008,USA: Tennessee,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2159,2215,0.0022866919,Internal-718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2215,932,0.0027677789,Internal-719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,2029,0.0038786307,Internal-720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2029,674,0.0006839237,Internal-721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,2506,0.0010377985,Internal-722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2506,1651,0.0019135417,Internal-723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,413,0.0017184172,Internal-724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,1535,0.0019936846,Internal-725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,1795,2.9345e-06,Internal-726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,1327,0.0175568204,s0556,NA,Reference,1a,2007,USA: New York,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1795,384,0.0029315221,Internal-727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,835,0.0212159708,s0571,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
384,1353,0.0219949643,SRR8735791,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
1535,1961,0.0038077119,SRR527820,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
413,687,0.0166810107,s0082,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1651,2307,0.0189117752,SRR8735660,NA,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
2506,2122,0.000496717,Internal-728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2122,859,0.0010255566,Internal-729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,348,0.0012429962,Internal-730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,231,0.0013273827,Internal-731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,468,0.0012631448,Internal-732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,2497,0.0049423587,Internal-733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2497,1202,0.0024982604,Internal-734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,1814,0.021573711,s0518,NA,Reference,1a,2007,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1202,2188,0.0021294585,Internal-735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2188,235,0.0024796012,Internal-736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,1822,0.0137300984,s0075,NA,Reference,1a,2007,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
235,6,0.0121614162,s0116,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2188,511,0.0096281426,Internal-737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,1889,0.0102206003,s0581,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
511,2483,0.0072831251,s0306,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2497,2553,0.0219685171,s0362,NA,Reference,1a,2007,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
468,878,0.0030528707,Internal-738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,166,0.0242809387,s0020,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
878,593,0.0157796014,s0463,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
231,1981,0.0026976088,Internal-739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,186,0.0024035048,Internal-740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,936,0.0144871039,s0114,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
186,2636,0.0029176665,Internal-741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2636,2401,0.0044619895,Internal-742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2401,2595,0.0130708438,SRR8735874,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
2401,2402,0.0133817149,SRR8735824,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
2636,50,0.0032197332,Internal-743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1052,0.017981085,ERR909866,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
50,1893,0.0073203137,SRR527814,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
1981,2147,0.0187137244,ERR909808,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
348,368,0.0011558942,Internal-744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,1129,0.0017666626,Internal-745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1129,984,0.0034889596,Internal-746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
984,205,0.0037738424,Internal-747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,540,0.0034003842,Internal-748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,1194,0.0026885644,Internal-749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1194,2433,0.021694086,s0147,NA,Reference,1a,2007,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1194,1300,0.0142498611,s0126,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
540,1528,0.0157471707,s0310,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
205,1582,0.0190581656,s0525,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
984,9,0.0138086665,s0565,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1129,853,0.0177387584,s0239,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
368,633,0.0028467561,Internal-750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,1325,0.018066701,s0295,NA,Reference,1a,2007,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
633,430,0.0172033093,s0437,NA,Reference,1a,2007,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
859,2458,0.001639862,Internal-751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2458,1990,0.0039071698,Internal-752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,1725,0.0211799381,s0040,NA,Reference,1a,2007,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1990,1373,0.0053126193,Internal-753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1373,2020,0.0336622778,s0289,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1373,1669,0.0181416388,s0201,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2458,2327,0.0193275613,s0189,NA,Reference,1a,2007,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2122,555,0.0009308384,Internal-754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,1590,0.0045307278,Internal-755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590,1929,0.016248169,ERR909823,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
1590,1996,0.0588337306,SRR8735702,NA,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
555,1258,0.0078819783,Internal-756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,399,0.0163898339,SRR8735769,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
1258,1064,0.0201139879,SRR8735826,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
674,2170,0.0021884028,Internal-757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2170,1238,0.019294029,s0141,NA,Reference,1a,2008,Germany,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2170,416,0.0208741946,SRR8735893,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
2029,1270,0.0029583014,Internal-758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,646,0.0032380182,Internal-759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,1239,0.0051429973,Internal-760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239,1644,0.0304210763,s0488,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1239,788,0.0193184133,s0517,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
646,953,0.0202261536,s0440,NA,Reference,1a,2008,Germany: Baden-Wurttemberg,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1270,1720,0.0026283773,Internal-761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1720,25,0.0244169334,s0585,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1720,1967,0.0163380849,ERR909863,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
932,2520,0.0106509371,Internal-762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2520,2252,0.0142120815,SRR8735736,NA,Raw reads,3a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
2520,864,0.0264300845,SRR8735765,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
2215,2240,0.0175876337,SRR8735692,NA,Raw reads,6r,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT6,blood plasma
1992,1285,0.0037954437,Internal-763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285,531,0.0016681606,Internal-764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,2449,0.0055855144,Internal-765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2449,267,0.0170232867,s0057,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2449,823,0.0033651164,Internal-766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,220,0.0207665026,s0425,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
823,487,0.0212178028,SRR8735801,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
531,1508,0.0017897574,Internal-767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,2225,0.0041231604,Internal-768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2225,1179,2.3389e-06,Internal-769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1179,897,0.0171682223,Internal-770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,721,0.013147663,s0415,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
897,418,0.0129475303,s0023,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1179,2508,0.0182653679,SRR8735891,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
2225,1121,1e-06,SRR527813,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
1508,1724,0.0153824496,Internal-771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,2198,2.5371e-06,s0405,NA,Reference,1a,2009,"USA: Massachusetts, Boston area",Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1724,1750,2.7323e-06,SRR521147,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
1285,880,0.0070306931,Internal-772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,877,0.0046765881,Internal-773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,1017,0.0207933624,SRR8735775,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
877,959,0.0205611251,SRR8735735,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
880,2150,0.0181343458,ERR909840,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
492,1914,0.001550317,Internal-774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1914,2489,0.0021005638,Internal-775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2489,180,0.0066217208,Internal-776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,1055,0.033078701,s0512,NA,Reference,1a,2008,USA,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
180,349,0.0332535204,SRR8735675,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
2489,1444,0.0016753998,Internal-777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1444,576,0.0029115143,Internal-778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,353,0.0196460533,SRR8735786,NA,Raw reads,3,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT3,blood plasma
576,356,0.0053340875,Internal-779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,1435,0.0267527596,SRR8735884,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
356,1183,0.0211380345,SRR8735795,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
1444,2062,0.0027995211,Internal-780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2062,295,0.0250233714,SRR8735848,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
2062,841,0.0203414012,ERR909847,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
1914,1421,0.0028728333,Internal-781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1421,2032,0.0035207753,Internal-782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2032,1002,0.0034477805,Internal-783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1002,685,0.017056177,ERR909824,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
1002,360,0.0197685081,SRR8735695,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
2032,2516,0.0091171243,Internal-784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2516,75,0.0096843813,SRR8735715,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
2516,405,0.0133950323,SRR8735754,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
1421,1409,0.0085146294,Internal-785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,2390,0.0248263418,ERR909846,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
1409,2023,0.0286687082,SRR8735728,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
89,1112,0.0024749352,Internal-786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,496,0.0004543698,Internal-787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,1855,0.0059068758,Internal-788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1855,455,0.0214134924,s0446,NA,Reference,1a,2007,USA: Massachusetts,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1855,1034,0.0249189859,SRR8735882,NA,Raw reads,2,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT2,blood plasma
496,1994,0.0010273118,Internal-789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,17,0.0021528043,Internal-790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,494,0.0198391454,s0178,NA,Reference,1a,2007,USA,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
17,1801,0.0040984123,Internal-791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,1234,0.0234504478,s0078,NA,Reference,1a,2007,USA: New York,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1801,774,0.0185066737,s0044,NA,Reference,1a,2009,"USA: Massachusetts, Boston area",Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1994,2637,0.0007236851,Internal-792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2637,1909,0.0019001025,Internal-793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,202,0.0069062668,Internal-794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,2387,0.0110130977,s0470,NA,Reference,1a,2007,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
202,2073,0.0169016397,s0156,NA,Reference,1a,2008,Switzerland,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1909,1583,0.0201655351,s0435,NA,Reference,1a,2008,USA: Tennessee,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2637,113,0.0032988779,Internal-795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,132,0.0031859768,Internal-796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,1483,0.0156497237,ERR909799,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
132,2086,0.0217728788,SRR8735835,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
113,456,0.0245021117,Internal-797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,675,0.0022241733,SRR8735877,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
456,2576,0.0009090483,SRR8735872,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
1112,1374,0.0005030808,Internal-798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1374,244,0.0015181022,Internal-799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,2195,0.0016091362,Internal-800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2195,33,0.0026783436,Internal-801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,612,0.0151579119,s0600,NA,Reference,1a,2007,USA: New York,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
33,2552,0.0022312254,Internal-802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2552,966,0.0061895991,Internal-803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,1699,0.018748769,s0253,NA,Reference,1a,2008,USA,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
966,21,0.0156317126,s0309,NA,Reference,1a,2008,USA,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2552,1235,0.0020202407,Internal-804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,96,0.0153057583,s0487,NA,Reference,1a,2007,USA: Massachusetts,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1235,1432,0.0250134583,s0328,NA,Reference,1a,2009,"USA: Massachusetts, Boston area",Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2195,904,0.0023714155,Internal-805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,1333,0.0025717379,Internal-806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333,735,0.0030080668,Internal-807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,1460,0.0050761784,Internal-808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1460,2221,0.023900886,s0219,NA,Reference,1a,2008,USA,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1460,2503,0.0262036811,s0365,NA,Reference,1a,2008,USA,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
735,1476,0.0408685696,s0240,NA,Reference,1a,2009,Unknown,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1333,2610,0.0124894583,s0533,NA,Reference,1a,2008,USA: Tennessee,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
904,1666,0.0210581785,s0158,NA,Reference,1a,2009,Unknown,Homo sapiens,NA,hepatitis C virus genotype 1a,2000s,GT1,NA
244,2588,0.0241541255,s0429,NA,Reference,1a,2009,"USA: Massachusetts, Boston area",Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
1374,552,0.001799141,Internal-809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,1278,0.0035296592,Internal-810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278,1923,0.001877058,Internal-811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,178,0.0033181192,Internal-812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,2053,0.0046386876,Internal-813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2053,239,0.0279973498,s0180,NA,Reference,1a,2008,USA: New York,Homo sapiens,blood,hepatitis C virus genotype 1a,2000s,GT1,blood
2053,988,0.0234827942,SRR8735808,NA,Raw reads,1a,NA,United Kingdom,Homo sapiens,Blood plasma,NA,Unknown,GT1,blood plasma
178,1448,0.0253884688,Internal-814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1448,2614,0.0005928729,Internal-815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2614,2236,0.0005827205,Internal-816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2236,1433,2.7652e-06,Internal-817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1433,2265,0.0006424588,ERR731604,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
1433,19,0.0005826019,Internal-818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2510,2.7688e-06,Internal-819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2510,1862,0.0004783706,ERR731607,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
2510,1347,0.0029698166,ERR731603,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
19,1769,0.0017782294,Internal-820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1769,1533,0.0013493944,Internal-821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,1069,0.0005310859,ERR731606,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
1533,1491,0.0019039582,ERR731600,NA,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
